referenceNum,employeeID,jobID,"date","clockIn","clockOut",totalHours,weekNum,jobLogRef
6798,131,446,"2013-08-12","07:13:49","12:56:00",5.72,33,1105
6799,50,446,"2013-08-12","07:13:49","12:56:00",5.72,33,1105
6800,45,418,"2013-08-12","11:15:34","15:30:18",4.25,33,1108
6801,48,418,"2013-08-12","11:15:34","15:30:18",4.25,33,1108
6802,75,418,"2013-08-12","11:15:34","15:30:18",4.25,33,1108
6803,44,418,"2013-08-12","11:15:34","15:30:18",4.25,33,1108
6804,103,418,"2013-08-12","11:15:34","15:30:18",4.25,33,1108
6805,83,418,"2013-08-12","12:55:14","15:30:18",2.58,33,1108
6806,54,396,"2013-08-12","10:08:10","15:30:18",5.37,33,1112
6807,226,396,"2013-08-12","10:08:10","15:30:18",5.37,33,1112
6808,70,396,"2013-08-12","10:08:10","15:30:18",5.37,33,1112
6809,215,396,"2013-08-12","11:02:14","15:30:18",4.47,33,1112
6810,191,441,"2013-08-12","07:16:55","15:30:18",8.23,33,1111
6811,40,441,"2013-08-12","07:09:36","15:30:18",8.35,33,1111
6812,253,441,"2013-08-12","07:09:36","15:30:18",8.35,33,1111
6813,47,441,"2013-08-12","07:09:36","15:30:18",8.35,33,1111
6814,254,441,"2013-08-12","12:02:49","15:30:18",3.47,33,1111
6815,60,441,"2013-08-12","12:54:13","15:30:18",2.6,33,1111
6816,240,410,"2013-08-12","12:56:35","15:30:18",2.57,33,1110
6817,62,410,"2013-08-12","12:56:35","15:30:18",2.57,33,1110
6818,131,410,"2013-08-12","12:56:35","15:30:18",2.57,33,1110
6819,50,410,"2013-08-12","12:56:35","15:30:18",2.57,33,1110
6820,160,447,"2013-08-12","07:15:12","15:30:18",8.25,33,1109
6821,53,447,"2013-08-12","11:01:45","15:30:18",4.48,33,1109
6822,66,447,"2013-08-12","07:15:12","15:30:18",8.25,33,1109
6823,61,447,"2013-08-12","07:15:12","15:30:18",8.25,33,1109
6824,52,416,"2013-08-12","07:15:35","15:30:18",8.25,33,1107
6825,152,53,"2013-08-12","12:54:44","15:30:18",2.6,33,1113
6826,248,413,"2013-08-12","07:15:51","15:30:18",8.25,33,1106
6827,215,448,"2013-08-13","07:07:37","07:16:05",0.15,33,1124
6828,54,396,"2013-08-13","07:23:02","07:46:01",0.38,33,1115
6829,160,441,"2013-08-13","07:21:12","07:46:43",0.42,33,1123
6830,42,449,"2013-08-13","07:19:52","09:11:58",1.87,33,1114
6831,44,449,"2013-08-13","07:19:52","09:12:45",1.88,33,1114
6832,160,396,"2013-08-13","07:47:19","09:48:34",2.02,33,1115
6833,103,396,"2013-08-13","07:23:02","09:48:34",2.42,33,1115
6834,226,396,"2013-08-13","07:23:02","09:48:34",2.42,33,1115
6835,75,396,"2013-08-13","07:23:02","09:48:34",2.42,33,1115
6836,152,441,"2013-08-13","07:21:12","09:51:42",2.5,33,1123
6837,152,53,"2013-08-13","09:51:58","10:49:29",0.97,33,1116
6838,42,447,"2013-08-13","09:12:18","11:07:09",1.92,33,1117
6839,263,447,"2013-08-13","08:06:09","11:07:09",3.02,33,1117
6840,83,447,"2013-08-13","07:16:59","11:07:09",3.85,33,1117
6841,50,447,"2013-08-13","07:16:59","11:07:09",3.85,33,1117
6842,62,447,"2013-08-13","07:16:59","11:07:09",3.85,33,1117
6843,127,447,"2013-08-13","07:16:59","11:07:09",3.85,33,1117
6844,60,447,"2013-08-13","07:16:59","11:07:09",3.85,33,1117
6845,66,447,"2013-08-13","07:16:59","11:07:09",3.85,33,1117
6846,61,447,"2013-08-13","07:16:59","11:07:09",3.85,33,1117
6847,264,447,"2013-08-13","07:27:50","11:07:09",3.67,33,1117
6848,40,439,"2013-08-13","07:22:14","15:05:07",7.72,33,1118
6849,240,439,"2013-08-13","07:22:14","15:05:07",7.72,33,1118
6850,42,450,"2013-08-13","11:10:23","15:10:49",4,33,1119
6851,263,450,"2013-08-13","11:10:23","15:10:49",4,33,1119
6852,83,450,"2013-08-13","11:10:23","15:10:49",4,33,1119
6853,50,450,"2013-08-13","11:10:23","15:10:49",4,33,1119
6854,62,450,"2013-08-13","11:10:23","15:10:49",4,33,1119
6855,127,450,"2013-08-13","11:10:23","15:10:49",4,33,1119
6856,60,450,"2013-08-13","11:10:23","15:10:49",4,33,1119
6857,66,450,"2013-08-13","11:10:23","15:10:49",4,33,1119
6858,61,450,"2013-08-13","11:10:23","15:10:49",4,33,1119
6859,264,450,"2013-08-13","11:10:23","15:10:49",4,33,1119
6860,244,448,"2013-08-13","07:07:37","15:35:24",8.47,33,1124
6861,53,448,"2013-08-13","07:07:37","15:35:24",8.47,33,1124
6862,70,448,"2013-08-13","07:07:37","15:35:24",8.47,33,1124
6863,47,448,"2013-08-13","07:07:37","15:35:24",8.47,33,1124
6864,44,448,"2013-08-13","09:13:08","15:35:24",6.37,33,1124
6865,40,30,"2013-08-13","15:07:06","15:35:24",0.47,33,1120
6866,240,30,"2013-08-13","15:07:06","15:35:24",0.47,33,1120
6867,45,410,"2013-08-13","07:04:10","15:35:24",8.52,33,1121
6868,131,410,"2013-08-13","07:04:10","15:35:24",8.52,33,1121
6869,194,410,"2013-08-13","07:04:10","15:35:24",8.52,33,1121
6870,250,410,"2013-08-13","07:04:10","15:35:24",8.52,33,1121
6871,152,441,"2013-08-13","10:49:51","15:35:24",4.77,33,1123
6872,54,441,"2013-08-13","07:46:23","15:35:24",7.82,33,1123
6873,253,441,"2013-08-13","07:21:12","15:35:24",8.23,33,1123
6874,48,441,"2013-08-13","07:21:12","15:35:24",8.23,33,1123
6875,215,441,"2013-08-13","09:27:25","15:35:24",6.13,33,1123
6876,254,441,"2013-08-13","07:21:12","15:35:24",8.23,33,1123
6877,191,413,"2013-08-13","07:23:52","15:35:24",8.2,33,1125
6878,52,416,"2013-08-13","07:23:33","15:35:24",8.2,33,1126
6879,160,381,"2013-08-13","09:49:26","15:35:24",5.77,33,1122
6880,103,381,"2013-08-13","09:49:26","15:35:24",5.77,33,1122
6881,226,381,"2013-08-13","09:49:26","15:35:24",5.77,33,1122
6882,75,381,"2013-08-13","09:49:26","15:35:24",5.77,33,1122
6883,42,30,"2013-08-13","15:15:09","15:35:24",0.33,33,1120
6884,263,30,"2013-08-13","15:15:09","15:35:24",0.33,33,1120
6885,83,30,"2013-08-13","15:15:09","15:35:24",0.33,33,1120
6886,50,30,"2013-08-13","15:15:09","15:35:24",0.33,33,1120
6887,62,30,"2013-08-13","15:15:09","15:35:24",0.33,33,1120
6888,127,30,"2013-08-13","15:15:09","15:35:24",0.33,33,1120
6889,60,30,"2013-08-13","15:15:09","15:35:24",0.33,33,1120
6890,66,30,"2013-08-13","15:15:09","15:35:24",0.33,33,1120
6891,61,30,"2013-08-13","15:15:09","15:35:24",0.33,33,1120
6892,264,30,"2013-08-13","15:15:09","15:35:24",0.33,33,1120
6893,83,451,"2013-08-14","07:09:00","10:09:31",3,33,1127
6894,44,451,"2013-08-14","07:09:00","10:09:31",3,33,1127
6895,42,451,"2013-08-14","07:09:00","10:09:31",3,33,1127
6896,50,451,"2013-08-14","07:09:00","10:09:31",3,33,1127
6897,62,451,"2013-08-14","07:09:00","10:09:31",3,33,1127
6898,60,451,"2013-08-14","07:09:00","10:09:31",3,33,1127
6899,66,451,"2013-08-14","07:09:00","10:09:31",3,33,1127
6900,61,451,"2013-08-14","07:09:00","10:09:31",3,33,1127
6901,83,450,"2013-08-14","10:10:25","12:03:37",1.88,33,1128
6902,44,450,"2013-08-14","10:10:25","12:03:37",1.88,33,1128
6903,42,450,"2013-08-14","10:10:25","12:03:38",1.88,33,1128
6904,50,450,"2013-08-14","10:10:25","12:03:38",1.88,33,1128
6905,62,450,"2013-08-14","10:10:25","12:03:38",1.88,33,1128
6906,60,450,"2013-08-14","10:10:25","12:03:38",1.88,33,1128
6907,66,450,"2013-08-14","10:10:25","12:03:38",1.88,33,1128
6908,61,450,"2013-08-14","10:10:25","12:03:38",1.88,33,1128
6909,44,453,"2013-08-14","12:04:50","12:23:11",0.32,33,1129
6910,42,453,"2013-08-14","12:04:50","12:23:35",0.32,33,1129
6911,265,452,"2013-08-14","07:35:10","12:24:24",4.82,33,1135
6912,83,453,"2013-08-14","12:04:50","12:55:08",0.85,33,1129
6913,50,453,"2013-08-14","12:04:50","12:55:08",0.85,33,1129
6914,62,453,"2013-08-14","12:04:50","12:55:08",0.85,33,1129
6915,60,453,"2013-08-14","12:04:50","12:55:08",0.85,33,1129
6916,66,453,"2013-08-14","12:04:50","12:55:08",0.85,33,1129
6917,61,453,"2013-08-14","12:04:50","12:55:08",0.85,33,1129
6918,48,441,"2013-08-14","07:06:49","13:20:22",6.23,33,1137
6919,240,439,"2013-08-14","07:10:47","13:20:48",6.17,33,1130
6920,40,439,"2013-08-14","07:10:47","13:21:16",6.18,33,1130
6921,152,441,"2013-08-14","07:06:49","13:21:38",6.25,33,1137
6922,215,410,"2013-08-14","07:05:22","13:43:08",6.63,33,1131
6923,45,410,"2013-08-14","07:05:22","13:43:08",6.63,33,1131
6924,131,410,"2013-08-14","07:05:22","13:43:08",6.63,33,1131
6925,194,410,"2013-08-14","07:05:22","13:43:08",6.63,33,1131
6926,215,455,"2013-08-14","13:44:22","13:51:12",0.12,33,1138
6927,45,455,"2013-08-14","13:44:22","13:51:12",0.12,33,1138
6928,131,455,"2013-08-14","13:44:22","13:51:12",0.12,33,1138
6929,194,455,"2013-08-14","13:44:22","13:51:12",0.12,33,1138
6930,264,448,"2013-08-14","07:07:29","13:55:00",6.8,33,1132
6931,244,448,"2013-08-14","07:07:29","13:55:00",6.8,33,1132
6932,70,448,"2013-08-14","07:07:29","13:55:00",6.8,33,1132
6933,53,448,"2013-08-14","07:07:29","13:55:00",6.8,33,1132
6934,47,448,"2013-08-14","07:07:29","13:55:00",6.8,33,1132
6935,83,454,"2013-08-14","12:55:56","13:56:32",1.02,33,1133
6936,50,454,"2013-08-14","12:55:56","13:56:32",1.02,33,1133
6937,62,454,"2013-08-14","12:55:56","13:56:32",1.02,33,1133
6938,60,454,"2013-08-14","12:55:56","13:56:32",1.02,33,1133
6939,66,454,"2013-08-14","12:55:56","13:56:32",1.02,33,1133
6940,61,454,"2013-08-14","12:55:56","13:56:32",1.02,33,1133
6941,152,31,"2013-08-14","13:21:52","13:57:38",0.6,33,1141
6942,152,315,"2013-08-14","13:58:02","14:18:46",0.33,33,1134
6943,48,452,"2013-08-14","13:20:40","14:33:26",1.22,33,1135
6944,240,452,"2013-08-14","13:21:08","14:33:57",1.2,33,1135
6945,160,381,"2013-08-14","07:06:13","15:38:04",8.53,33,1139
6946,103,381,"2013-08-14","07:06:13","15:38:04",8.53,33,1139
6947,226,381,"2013-08-14","07:06:13","15:38:04",8.53,33,1139
6948,75,381,"2013-08-14","07:06:13","15:38:04",8.53,33,1139
6949,215,455,"2013-08-14","13:51:55","15:38:04",1.78,33,1138
6950,45,455,"2013-08-14","13:51:55","15:38:04",1.78,33,1138
6951,131,455,"2013-08-14","13:51:55","15:38:04",1.78,33,1138
6952,194,455,"2013-08-14","13:51:55","15:38:04",1.78,33,1138
6953,48,441,"2013-08-14","14:33:45","15:38:04",1.08,33,1137
6954,47,441,"2013-08-14","13:55:47","15:38:04",1.72,33,1137
6955,40,441,"2013-08-14","13:21:30","15:38:04",2.28,33,1137
6956,54,441,"2013-08-14","07:06:49","15:38:04",8.53,33,1137
6957,253,441,"2013-08-14","07:06:49","15:38:04",8.53,33,1137
6958,254,441,"2013-08-14","07:06:49","15:38:04",8.53,33,1137
6959,248,413,"2013-08-14","07:09:28","15:38:04",8.48,33,1143
6960,52,416,"2013-08-14","07:09:48","15:38:04",8.48,33,1136
6961,191,413,"2013-08-14","07:10:05","15:38:04",8.47,33,1143
6962,240,30,"2013-08-14","14:34:10","15:38:04",1.07,33,1140
6963,42,449,"2013-08-14","12:23:51","15:38:04",3.25,33,1142
6964,44,449,"2013-08-14","12:23:28","15:38:04",3.25,33,1142
6965,152,441,"2013-08-14","14:19:00","15:38:04",1.32,33,1137
6966,264,455,"2013-08-14","13:57:16","15:39:26",1.7,33,1138
6967,244,455,"2013-08-14","13:57:16","15:39:26",1.7,33,1138
6968,66,455,"2013-08-14","13:57:16","15:39:26",1.7,33,1138
6969,61,455,"2013-08-14","13:57:16","15:39:26",1.7,33,1138
6970,60,455,"2013-08-14","13:57:16","15:39:26",1.7,33,1138
6971,62,455,"2013-08-14","13:57:16","15:39:26",1.7,33,1138
6972,50,455,"2013-08-14","13:57:16","15:39:26",1.7,33,1138
6973,83,455,"2013-08-14","13:57:16","15:39:26",1.7,33,1138
6974,70,455,"2013-08-14","13:57:16","15:39:26",1.7,33,1138
6975,53,455,"2013-08-14","13:57:16","15:39:26",1.7,33,1138
6976,47,441,"2013-08-15","07:09:18","08:42:40",1.55,33,1144
6977,152,441,"2013-08-15","07:09:18","09:28:52",2.32,33,1144
6978,47,457,"2013-08-15","08:42:56","09:29:22",0.78,33,1149
6979,47,441,"2013-08-15","09:29:36","09:52:41",0.38,33,1144
6980,54,441,"2013-08-15","07:09:18","09:52:41",2.72,33,1144
6981,53,441,"2013-08-15","07:09:18","09:52:41",2.72,33,1144
6982,70,441,"2013-08-15","07:09:18","09:52:41",2.72,33,1144
6983,70,456,"2013-08-15","09:53:30","09:53:30",0.01,33,1146
6984,53,456,"2013-08-15","09:53:30","09:53:30",0.01,33,1146
6985,54,456,"2013-08-15","09:53:30","09:53:30",0.01,33,1146
6986,47,456,"2013-08-15","09:53:30","09:53:30",0.01,33,1146
6987,40,452,"2013-08-15","07:16:12","12:38:39",5.37,33,1145
6988,70,456,"2013-08-15","12:41:44","15:25:40",2.73,33,1146
6989,53,456,"2013-08-15","12:41:44","15:25:40",2.73,33,1146
6990,54,456,"2013-08-15","12:41:44","15:25:40",2.73,33,1146
6991,47,456,"2013-08-15","12:41:44","15:25:40",2.73,33,1146
6992,40,456,"2013-08-15","12:40:46","15:25:40",2.75,33,1146
6993,152,457,"2013-08-15","09:29:11","15:25:40",5.93,33,1149
6994,266,457,"2013-08-15","08:03:31","15:25:40",7.37,33,1149
6995,44,457,"2013-08-15","07:19:05","15:25:40",8.1,33,1149
6996,52,416,"2013-08-15","07:19:54","15:25:40",8.1,33,1148
6997,248,413,"2013-08-15","07:19:34","15:25:40",8.1,33,1147
6998,191,413,"2013-08-15","07:19:34","15:25:40",8.1,33,1147
6999,62,456,"2013-08-15","07:15:45","15:25:40",8.17,33,1146
7000,50,456,"2013-08-15","07:15:45","15:25:40",8.17,33,1146
7001,60,456,"2013-08-15","07:15:45","15:25:40",8.17,33,1146
7002,66,456,"2013-08-15","07:15:45","15:25:40",8.17,33,1146
7003,42,456,"2013-08-15","07:15:45","15:25:40",8.17,33,1146
7004,48,456,"2013-08-15","07:15:45","15:25:40",8.17,33,1146
7005,45,456,"2013-08-15","07:15:45","15:25:40",8.17,33,1146
7006,103,456,"2013-08-15","07:15:45","15:25:40",8.17,33,1146
7007,240,456,"2013-08-15","07:15:45","15:25:40",8.17,33,1146
7008,250,456,"2013-08-15","07:15:45","15:25:40",8.17,33,1146
7009,83,456,"2013-08-15","07:15:45","15:25:40",8.17,33,1146
7010,75,456,"2013-08-15","07:15:45","15:25:40",8.17,33,1146
7011,226,456,"2013-08-15","07:15:45","15:25:40",8.17,33,1146
7012,61,456,"2013-08-15","07:15:45","15:25:40",8.17,33,1146
7013,160,456,"2013-08-15","07:15:45","15:25:40",8.17,33,1146
7014,48,456,"2013-08-16","07:01:41","08:16:19",1.25,33,1153
7015,152,456,"2013-08-16","07:01:41","08:16:31",1.25,33,1153
7016,52,416,"2013-08-16","07:03:23","15:29:29",8.43,33,1150
7017,248,413,"2013-08-16","07:03:00","15:29:29",8.43,33,1151
7018,191,413,"2013-08-16","07:03:00","15:29:29",8.43,33,1151
7019,152,458,"2013-08-16","08:18:23","15:29:29",7.18,33,1152
7020,48,458,"2013-08-16","08:18:23","15:29:29",7.18,33,1152
7021,50,456,"2013-08-16","07:01:41","15:29:29",8.47,33,1153
7022,62,456,"2013-08-16","07:01:41","15:29:29",8.47,33,1153
7023,60,456,"2013-08-16","07:01:41","15:29:29",8.47,33,1153
7024,66,456,"2013-08-16","07:01:41","15:29:29",8.47,33,1153
7025,42,456,"2013-08-16","07:01:41","15:29:29",8.47,33,1153
7026,45,456,"2013-08-16","07:01:41","15:29:29",8.47,33,1153
7027,103,456,"2013-08-16","07:01:41","15:29:29",8.47,33,1153
7028,240,456,"2013-08-16","07:01:41","15:29:29",8.47,33,1153
7029,250,456,"2013-08-16","07:01:41","15:29:29",8.47,33,1153
7030,266,456,"2013-08-16","07:01:41","15:29:29",8.47,33,1153
7031,54,456,"2013-08-16","07:01:41","15:29:29",8.47,33,1153
7032,47,456,"2013-08-16","07:01:41","15:29:29",8.47,33,1153
7033,40,456,"2013-08-16","07:01:41","15:29:29",8.47,33,1153
7034,70,456,"2013-08-16","07:01:41","15:29:30",8.47,33,1153
7035,53,456,"2013-08-16","07:01:41","15:29:30",8.47,33,1153
7036,160,456,"2013-08-16","07:01:41","15:29:30",8.47,33,1153
7037,44,456,"2013-08-16","07:01:41","15:29:30",8.47,33,1153
7038,83,456,"2013-08-16","07:01:41","15:29:30",8.47,33,1153
7039,75,456,"2013-08-16","07:01:41","15:29:30",8.47,33,1153
7040,226,456,"2013-08-16","07:01:41","15:29:30",8.47,33,1153
7041,61,456,"2013-08-16","07:01:41","15:29:30",8.47,33,1153
7042,70,398,"2013-08-19","07:04:12","07:17:11",0.22,34,1154
7043,47,398,"2013-08-19","07:04:12","07:17:11",0.22,34,1154
7044,54,398,"2013-08-19","07:04:12","07:17:11",0.22,34,1154
7045,194,398,"2013-08-19","07:04:12","07:17:11",0.22,34,1154
7046,40,396,"2013-08-19","07:07:34","07:17:11",0.17,34,1155
7047,131,396,"2013-08-19","07:07:34","07:17:11",0.17,34,1155
7048,62,396,"2013-08-19","07:07:34","07:17:11",0.17,34,1155
7049,268,396,"2013-08-19","07:08:16","07:17:11",0.15,34,1155
7050,152,459,"2013-08-19","07:24:14","10:08:29",2.73,34,1160
7051,265,460,"2013-08-19","07:23:25","12:07:13",4.73,34,1157
7052,152,31,"2013-08-19","10:09:03","12:20:10",2.18,34,1156
7053,48,460,"2013-08-19","07:23:25","14:31:27",7.13,34,1157
7054,47,381,"2013-08-19","07:19:15","14:32:07",7.22,34,1161
7055,47,461,"2013-08-19","14:33:30","15:32:38",0.98,34,1164
7056,42,449,"2013-08-19","07:02:17","15:36:21",8.57,34,1165
7057,44,449,"2013-08-19","07:02:17","15:36:21",8.57,34,1165
7058,268,415,"2013-08-19","07:18:42","15:36:21",8.3,34,1162
7059,40,415,"2013-08-19","07:18:42","15:36:21",8.3,34,1162
7060,131,415,"2013-08-19","07:18:42","15:36:21",8.3,34,1162
7061,62,415,"2013-08-19","07:18:42","15:36:21",8.3,34,1162
7062,152,459,"2013-08-19","12:20:39","15:36:21",3.27,34,1160
7063,253,459,"2013-08-19","07:05:59","15:36:21",8.52,34,1160
7064,191,459,"2013-08-19","07:05:59","15:36:21",8.52,34,1160
7065,50,459,"2013-08-19","07:05:59","15:36:21",8.52,34,1160
7066,53,459,"2013-08-19","07:05:59","15:36:21",8.52,34,1160
7067,240,456,"2013-08-19","07:04:57","15:36:21",8.53,34,1163
7068,61,456,"2013-08-19","07:04:57","15:36:21",8.53,34,1163
7069,226,456,"2013-08-19","07:04:57","15:36:21",8.53,34,1163
7070,75,456,"2013-08-19","07:04:57","15:36:21",8.53,34,1163
7071,83,456,"2013-08-19","07:04:57","15:36:21",8.53,34,1163
7072,160,456,"2013-08-19","07:04:57","15:36:21",8.53,34,1163
7073,48,381,"2013-08-19","14:31:50","15:36:21",1.08,34,1161
7074,70,381,"2013-08-19","07:19:15","15:36:21",8.28,34,1161
7075,54,381,"2013-08-19","07:19:15","15:36:21",8.28,34,1161
7076,194,381,"2013-08-19","07:19:15","15:36:21",8.28,34,1161
7077,60,456,"2013-08-19","07:03:03","15:36:21",8.55,34,1163
7078,66,456,"2013-08-19","07:03:03","15:36:21",8.55,34,1163
7079,250,456,"2013-08-19","07:03:03","15:36:21",8.55,34,1163
7080,103,456,"2013-08-19","07:03:03","15:36:21",8.55,34,1163
7081,45,456,"2013-08-19","07:03:03","15:36:21",8.55,34,1163
7082,244,456,"2013-08-19","07:03:03","15:36:21",8.55,34,1163
7083,248,413,"2013-08-19","07:24:50","15:36:21",8.2,34,1158
7084,52,416,"2013-08-19","07:24:36","15:36:21",8.2,34,1159
7085,62,415,"2013-08-20","07:10:58","08:16:02",1.1,34,1176
7086,257,383,"2013-08-20","07:10:21","08:17:00",1.12,34,1166
7087,252,462,"2013-08-20","07:09:43","08:17:54",1.13,34,1175
7088,54,383,"2013-08-20","07:10:21","10:17:57",3.12,34,1166
7089,70,383,"2013-08-20","07:10:21","10:17:57",3.12,34,1166
7090,62,382,"2013-08-20","08:16:21","10:17:57",2.02,34,1167
7091,256,383,"2013-08-20","07:10:21","10:17:57",3.12,34,1166
7092,53,459,"2013-08-20","07:12:11","10:55:32",3.72,34,1168
7093,152,459,"2013-08-20","07:12:11","10:55:32",3.72,34,1168
7094,255,459,"2013-08-20","07:12:11","10:55:32",3.72,34,1168
7095,253,459,"2013-08-20","07:12:11","10:55:32",3.72,34,1168
7096,257,459,"2013-08-20","08:17:24","10:55:32",2.63,34,1168
7097,265,462,"2013-08-20","07:09:43","11:30:39",4.35,34,1175
7098,42,449,"2013-08-20","07:43:43","12:13:14",4.5,34,1169
7099,44,449,"2013-08-20","07:43:43","12:13:14",4.5,34,1169
7100,152,463,"2013-08-20","10:56:08","14:12:46",3.27,34,1174
7101,152,31,"2013-08-20","14:13:05","14:50:15",0.62,34,1177
7102,47,462,"2013-08-20","07:09:43","15:33:35",8.4,34,1175
7103,258,462,"2013-08-20","07:09:43","15:33:35",8.4,34,1175
7104,268,462,"2013-08-20","07:09:43","15:33:35",8.4,34,1175
7105,44,464,"2013-08-20","12:14:27","15:33:35",3.32,34,1178
7106,42,464,"2013-08-20","12:14:27","15:33:35",3.32,34,1178
7107,40,415,"2013-08-20","07:10:58","15:33:35",8.38,34,1176
7108,131,415,"2013-08-20","07:10:58","15:33:35",8.38,34,1176
7109,48,415,"2013-08-20","07:10:58","15:33:35",8.38,34,1176
7110,252,415,"2013-08-20","08:18:13","15:33:35",7.25,34,1176
7111,54,452,"2013-08-20","10:18:32","15:33:35",5.25,34,1172
7112,62,452,"2013-08-20","10:18:32","15:33:35",5.25,34,1172
7113,256,452,"2013-08-20","10:18:32","15:33:35",5.25,34,1172
7114,103,456,"2013-08-20","07:08:20","15:33:35",8.42,34,1173
7115,250,456,"2013-08-20","07:08:20","15:33:35",8.42,34,1173
7116,60,456,"2013-08-20","07:08:20","15:33:35",8.42,34,1173
7117,66,456,"2013-08-20","07:08:20","15:33:35",8.42,34,1173
7118,152,463,"2013-08-20","14:50:33","15:33:35",0.72,34,1174
7119,53,463,"2013-08-20","10:56:08","15:33:35",4.62,34,1174
7120,257,463,"2013-08-20","10:56:08","15:33:35",4.62,34,1174
7121,253,463,"2013-08-20","10:56:08","15:33:35",4.62,34,1174
7122,255,463,"2013-08-20","10:56:08","15:33:35",4.62,34,1174
7123,160,456,"2013-08-20","07:08:20","15:33:35",8.42,34,1173
7124,240,456,"2013-08-20","07:08:20","15:33:35",8.42,34,1173
7125,61,456,"2013-08-20","07:08:20","15:33:35",8.42,34,1173
7126,226,456,"2013-08-20","07:08:20","15:33:35",8.42,34,1173
7127,75,456,"2013-08-20","07:08:20","15:33:35",8.42,34,1173
7128,83,456,"2013-08-20","07:08:20","15:33:35",8.42,34,1173
7129,52,416,"2013-08-20","07:12:57","15:33:35",8.35,34,1170
7130,248,413,"2013-08-20","07:12:35","15:33:35",8.35,34,1171
7131,50,462,"2013-08-20","07:09:43","15:34:32",8.42,34,1175
7132,45,456,"2013-08-20","07:08:20","15:34:43",8.43,34,1173
7133,244,456,"2013-08-20","07:08:20","15:35:16",8.45,34,1173
7134,70,452,"2013-08-20","10:18:32","15:35:34",5.28,34,1172
7135,52,416,"2013-08-21","07:10:15","07:16:44",0.1,34,1195
7136,54,415,"2013-08-21","07:09:25","08:54:20",1.75,34,1188
7137,48,415,"2013-08-21","07:09:25","08:54:20",1.75,34,1188
7138,131,415,"2013-08-21","07:09:25","08:54:20",1.75,34,1188
7139,50,415,"2013-08-21","07:09:25","08:54:20",1.75,34,1188
7140,45,456,"2013-08-21","07:04:53","12:12:41",5.13,34,1184
7141,60,456,"2013-08-21","07:04:53","12:12:41",5.13,34,1184
7142,250,456,"2013-08-21","07:04:53","12:12:41",5.13,34,1184
7143,103,456,"2013-08-21","07:04:53","12:12:41",5.13,34,1184
7144,53,456,"2013-08-21","07:04:53","12:12:41",5.13,34,1184
7145,244,456,"2013-08-21","07:04:53","12:12:41",5.13,34,1184
7146,50,452,"2013-08-21","08:54:58","12:19:15",3.42,34,1180
7147,131,452,"2013-08-21","08:54:58","12:19:15",3.42,34,1180
7148,48,452,"2013-08-21","08:54:58","12:19:15",3.42,34,1180
7149,54,452,"2013-08-21","08:54:58","12:19:15",3.42,34,1180
7150,44,464,"2013-08-21","07:11:28","12:32:40",5.35,34,1179
7151,42,464,"2013-08-21","07:11:28","12:32:50",5.35,34,1179
7152,50,415,"2013-08-21","12:19:51","13:37:46",1.3,34,1188
7153,54,415,"2013-08-21","12:19:51","13:37:46",1.3,34,1188
7154,48,415,"2013-08-21","12:19:51","13:37:46",1.3,34,1188
7155,131,415,"2013-08-21","12:19:51","13:37:46",1.3,34,1188
7156,103,463,"2013-08-21","12:13:19","14:22:03",2.15,34,1182
7157,152,462,"2013-08-21","07:07:17","14:35:03",7.47,34,1181
7158,258,462,"2013-08-21","07:07:17","14:42:32",7.58,34,1181
7159,62,462,"2013-08-21","07:07:17","14:43:21",7.6,34,1181
7160,253,462,"2013-08-21","07:07:17","14:43:21",7.6,34,1181
7161,191,462,"2013-08-21","07:07:50","14:43:21",7.6,34,1181
7162,47,462,"2013-08-21","07:07:17","14:43:21",7.6,34,1181
7163,268,462,"2013-08-21","07:07:17","14:43:21",7.6,34,1181
7164,258,465,"2013-08-21","14:44:02","15:38:15",0.9,34,1183
7165,268,465,"2013-08-21","14:44:02","15:38:15",0.9,34,1183
7166,47,465,"2013-08-21","14:44:02","15:38:15",0.9,34,1183
7167,191,465,"2013-08-21","14:44:02","15:38:15",0.9,34,1183
7168,253,465,"2013-08-21","14:44:02","15:38:15",0.9,34,1183
7169,62,465,"2013-08-21","14:44:02","15:38:15",0.9,34,1183
7170,152,31,"2013-08-21","14:35:16","15:38:15",1.05,34,1187
7171,160,456,"2013-08-21","07:04:53","15:38:15",8.57,34,1184
7172,83,456,"2013-08-21","07:04:53","15:38:15",8.57,34,1184
7173,75,456,"2013-08-21","07:04:53","15:38:15",8.57,34,1184
7174,226,456,"2013-08-21","07:04:53","15:38:15",8.57,34,1184
7175,61,456,"2013-08-21","07:04:53","15:38:15",8.57,34,1184
7176,240,456,"2013-08-21","07:04:53","15:38:15",8.57,34,1184
7177,45,463,"2013-08-21","12:13:19","15:38:15",3.42,34,1182
7178,60,463,"2013-08-21","12:13:19","15:38:15",3.42,34,1182
7179,250,463,"2013-08-21","12:13:19","15:38:15",3.42,34,1182
7180,53,463,"2013-08-21","12:13:19","15:38:15",3.42,34,1182
7181,244,463,"2013-08-21","12:13:19","15:38:15",3.42,34,1182
7182,248,413,"2013-08-21","07:10:39","15:38:15",8.47,34,1194
7183,52,464,"2013-08-21","07:17:01","15:38:15",8.35,34,1179
7184,42,30,"2013-08-21","12:38:33","15:38:15",3,34,1186
7185,44,30,"2013-08-21","12:38:33","15:38:15",3,34,1186
